item_id,old_offer_id,new_offer_id
55789124256009,F59236-32.00 GBP,mgs-55789124256009
55789125107977,F30964-70.00 GBP,mgs-55789125107977
55789125042441,F30967-36.00 GBP,mgs-55789125042441
55789124976905,F30741-32.00 GBP,mgs-55789124976905
55789124944137,F30823-30.00 GBP,mgs-55789124944137
55789125075209,F30234-20.00 GBP,mgs-55789125075209
55789124026633,F30984-35.00 GBP,mgs-55789124026633
55789124124937,F30983-45.00 GBP,mgs-55789124124937
55789124911369,F31964-70.00 GBP,mgs-55789124911369
55789124780297,F31972-36.00 GBP,mgs-55789124780297
55789124747529,F31970-45.00 GBP,mgs-55789124747529
55789124714761,F31823-30.00 GBP,mgs-55789124714761
55789124845833,F31234-20.00 GBP,mgs-55789124845833
55789124878601,F31210-32.00 GBP,mgs-55789124878601
55789124059401,F31984-31.45 GBP,mgs-55789124059401
55789123993865,F31978-30.00 GBP,mgs-55789123993865
55789124092169,F31983-45.00 GBP,mgs-55789124092169
55789125140745,F00299-45.00 GBP,mgs-55789125140745
55789124681993,F32964-70.00 GBP,mgs-55789124681993
55789125173513,F00290-45.00 GBP,mgs-55789125173513
48255565431049,402-170.95 GBP,mgs-48255565431049
48255566479625,1325-55.00 GBP,mgs-48255566479625
48255566119177,35022-43.75 GBP,mgs-48255566119177
48255565955337,35020-20.00 GBP,mgs-48255565955337
48255565070601,37058-115.00 GBP,mgs-48255565070601
48255564873993,39658-115.00 GBP,mgs-48255564873993
56235623809289,904-10-3.95 GBP,mgs-56235623809289
56235623776521,904-53.85 GBP,mgs-56235623776521
